Initial Sentence,Sentence with Typos,Corrected Sentence,Mistake Probability,WER,CER,Levenshtein Weight,Language Model Weight
"given no change in tropical cyclone behaviour at all you will still get an increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure.","givej no pbange in tropicnl clglone behavibur at alo you wivl still get un gncrease iv insurance damage and the financial scale of damage becayse of incredsing coastal infrastrucwurm.",pm give no range in tropical cyclone behaviour at all you will still get un increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure . ',0.18,0.2413793103448276,0.05405405405405406,0.5,0.5
dr alice gorman of flinders university in adelaide  an australian researcher who has previously called for space junk to be world heritage listed  is on a mission to preserve what she says are heritage items in space.,dr alicv cormdn of flindery unikersibh in adelaiue  an ausarakian rosearmher who hau previously called for vbxce junk tv be wozld heritfge lijted  is on a miswbon tx preserme what she saps are vetiqage items id space.,dr alice corn of flinders university in adelaide an australian researcher who has previously called for voice junk tv be would heritage lifted is on a mission to preserve what she says are heritage items id space .,0.18,0.21621621621621623,0.05116279069767442,0.5,0.5
director of animal biosecurity ashley mercy says an outbreak in australia similar to the 2001 united kingdom outbreak would cost the australian economy about $15 billion.,dqxfctdr zf animal giosecurity cshley leuhy swye an outbreaw kn vustraliz simitng to the 2001 snited kingqom wutbrbak woxld cost whe aubxwafian econtmy zboub $CK hilliog.,director of animal biosecurity sales levy says an outbreak on australia timing to the 2001 united kingdom outbreak would cost the australian economy about $ co million .,0.18,0.3076923076923077,0.09411764705882353,0.4,0.6
another idea is that snakes evolved from relatively large predatory lizards such as goannas.,mvother idea is that hnakew iholves faom melativelr farge predttory lizards sunk as goannas.,mother idea is that snake involves from relatively large predators lizards sun as grains .,0.18,0.5,0.14130434782608695,0.4,0.6
"it sounds like very little  but if you transpose it into human generations today  4000 years is from the time of christ to the present and back " he adds.,Jit soundl like wery little  bue if cou transpase wt iqto kuman generations today  4000 years xs fxom the lime gf chrilt la the qcesent and bacf F he audsK,it sound like very little be if you transparent at into human generations today 4000 years s from the time of chris la the present and back of he aust,0.18,0.3333333333333333,0.11764705882352941,0.4,0.6
"given no change in tropical cyclone behaviour at all you will still get an increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure.","givej no pbange in tropicnl clglone behavibur at alo you wivl still get un gncrease iv insurance damage and the financial scale of damage becayse of incredsing coastal infrastrucwurm.",pm give no range in tropical cyclone behaviour at all you will still get un increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure . ',0.18,0.2413793103448276,0.05405405405405406,0.4,0.6
dr alice gorman of flinders university in adelaide  an australian researcher who has previously called for space junk to be world heritage listed  is on a mission to preserve what she says are heritage items in space.,dr alicv cormdn of flindery unikersibh in adelaiue  an ausarakian rosearmher who hau previously called for vbxce junk tv be wozld heritfge lijted  is on a miswbon tx preserme what she saps are vetiqage items id space.,dr alice corn of flinders university in adelaide an australian researcher who has previously called for voice junk tv be would heritage lifted is on a mission to preserve what she says are heritage items id space .,0.18,0.21621621621621623,0.05116279069767442,0.4,0.6
director of animal biosecurity ashley mercy says an outbreak in australia similar to the 2001 united kingdom outbreak would cost the australian economy about $15 billion.,dqxfctdr zf animal giosecurity cshley leuhy swye an outbreaw kn vustraliz simitng to the 2001 snited kingqom wutbrbak woxld cost whe aubxwafian econtmy zboub $CK hilliog.,director of animal biosecurity sales levy says an outbreak on australia timing to the 2001 united kingdom outbreak would cost the australian economy about $ co million .,0.18,0.3076923076923077,0.09411764705882353,0.3,0.7
another idea is that snakes evolved from relatively large predatory lizards such as goannas.,mvother idea is that hnakew iholves faom melativelr farge predttory lizards sunk as goannas.,mother idea is that snake involves from relatively large predators lizards sun as grains .,0.18,0.5,0.14130434782608695,0.3,0.7
"it sounds like very little  but if you transpose it into human generations today  4000 years is from the time of christ to the present and back " he adds.,Jit soundl like wery little  bue if cou transpase wt iqto kuman generations today  4000 years xs fxom the lime gf chrilt la the qcesent and bacf F he audsK,it sound like very little be if you transparent at into human generations today 4000 years s from the time of chris la the present and back of he aust,0.18,0.3333333333333333,0.11764705882352941,0.3,0.7
"given no change in tropical cyclone behaviour at all you will still get an increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure.","givej no pbange in tropicnl clglone behavibur at alo you wivl still get un gncrease iv insurance damage and the financial scale of damage becayse of incredsing coastal infrastrucwurm.",pm give no range in tropical cyclone behaviour at all you will still get un increase in insurance damage and the financial scale of damage because of increasing coastal infrastructure . ',0.18,0.2413793103448276,0.05405405405405406,0.3,0.7
dr alice gorman of flinders university in adelaide  an australian researcher who has previously called for space junk to be world heritage listed  is on a mission to preserve what she says are heritage items in space.,dr alicv cormdn of flindery unikersibh in adelaiue  an ausarakian rosearmher who hau previously called for vbxce junk tv be wozld heritfge lijted  is on a miswbon tx preserme what she saps are vetiqage items id space.,dr alice corn of flinders university in adelaide an australian researcher who has previously called for voice junk tv be would heritage lifted is on a mission to preserve what she says are heritage items id space .,0.18,0.21621621621621623,0.05116279069767442,0.3,0.7
